tire_key,tire_no,tire_no_raw,source_pdf_page,size_raw,manufacturer_code,manufacturer_name,brand_name_raw,cords_raw,construction_type,construction_name,construction_source,remarks_raw,mapped_package_count,exact_ocr_package_count,best_mapping_confidence,first_data_volume,first_data_page,measurement_page_count,cornering_coeff_page_count,braking_coeff_page_count,evidence_class,transcription_status,identity_scope,racing_applicability_default,curve_digitization_status
TIRF-361,361,361,228,C78-13,DA,Dayton,Deluxe 78 4N,,B,Bias Ply,Appendix B OCR / direct row,,1,1,HIGH,7,347,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-362,362,362,228,C78-14,DA,Dayton,Deluxe 78 4N,..,B,Bias Ply,Appendix B OCR / direct row,,9,0,HIGH,7,355,13,6,4,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-363,363,363,228,", E78-14",DA,Dayton,Deluxe 78 4N,,B,Bias Ply,Appendix B OCR / direct row,,2,0,MEDIUM,7,426,3,2,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-364,364,364,229,F78-14,DA,Dayton,78 4N,,B,Bias Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-365,365,365,229,G78-14,DA,Dayton,78 4N,,B,Bias Ply,Appendix B OCR / direct row,,1,0,MEDIUM,7,442,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-366,366,366,229,G78-15,DA,Dayton,78 4N,,B,Bias Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-367,367,367,229,H78-15,DA,Dayton,78 4N,,B,Bias Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-368,368,368,229,A78-13,DA,Dayton,78 4P,;B,B,Bias Ply,Appendix B OCR / direct row,-.,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-369,369,369,229,C78-13,DA,Dayton,78 4P,'·B,B,Bias Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-370,370,370,229,C78-14,DA,Dayton,78 4P,,B,Bias Ply,Appendix B OCR / direct row,,1,0,LOW,7,450,2,2,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-371,371,371,229,E78-14,DA,Dayton,78 4P,,B,Bias Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-372,372,312,229,F78-14,DA,Dayton,78 4P,,B,Bias Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-373,373,373,229,G78-14,DA,Dayton,78 4P,,B,Bias Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-374,374,374,229,G78-15,DA,Dayton,78 4P,,B,Bias Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-375,375,375,229,H78-15,DA,Dayton,78 4P,,B,Bias Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-376,376,376,229,G78-15,DA,Dayton,78 ~N,,B,Bias Ply,Appendix B OCR / direct row,,1,0,LOW,7,465,1,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-377,377,377,229,DR70-14,DA,Dayton,Radial XS 6R+lS/2R,,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,8,11,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-378,378,378,229,A70-13,LE,Lee,4P,,B,Bias Ply,Appendix B OCR / direct row,,1,0,MEDIUM,8,19,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-379,379,379,229,F70-14,LE,Lee,4P,,B,Bias Ply,Appendix B OCR / direct row,,1,0,MEDIUM,8,29,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-380,380,380,229,G70-14,LE,Lee,4P,,B,Bias Ply,Appendix B OCR / direct row,,1,0,MEDIUM,8,37,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-381,381,381,229,A70-13,GT,General Tire,4N,,B,Bias Ply,Appendix B OCR / direct row,,1,0,MEDIUM,8,45,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-382,382,382,229,F70-14,GT,General Tire,70 4N,,B,Bias Ply,Appendix B OCR / direct row,,1,0,MEDIUM,8,53,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-383,383,383,229,G70-14,GT,General Tire,4N,,B,Bias Ply,Appendix B OCR / direct row,,1,0,LOW,8,61,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-385,385,385,229,6.00-13,FI,Firestone,Sport 2R,,R,Radial Ply,Appendix B OCR / direct row,,1,0,HIGH,8,69,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-386,386,386,229,G78-14,FI,Firestone,Champion Sup-R-;Belt 2P+2F/2P,,BB,Bias Belted,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-387,387,387,230,G78-14,FI,Firestone,Deluxe Champion Sup-R-Belt,ZP+ZF/ZP,BB,Bias Belted,Appendix B OCR / direct row,,1,0,MEDIUM,8,77,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-388,388,388,230,G78-14,FI,Firestone,Deluxe Champion Sup-R-Belt,ZP+ZF/ZP,BB,Bias Belted,Appendix B OCR / direct row,,4,0,HIGH,8,84,6,4,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-392,392,392,230,GR78-14,FI,Firestone,Radial Deluxe Champion,6R/2R,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,8,110,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-393,393,393,230,GR78-14,FI,Firestone,Radial Deluxe Champion,6R/2R,R,Radial Ply,Appendix B OCR / direct row,,3,1,HIGH,8,116,6,3,3,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-394,394,394,230,GR78-14,FI,Firestone,Radial Deluxe Champion,6R/2R,R,Radial Ply,Appendix B OCR / direct row,,2,1,HIGH,8,137,4,3,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-398,398,398,230,GR70-14,GY,Goodyear,Powersteel Radial WT.,2Pf-4R+IS/2P,R,Radial Ply,Appendix B OCR / direct row,,1,0,MEDIUM,8,156,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-400,400,400,230,GR70-14,GY,Goodyear,Powersteel Belt Radial WT,2P+4R+IS/ZP,R,Radial Ply,Appendix B OCR / direct row,,6,1,HIGH,8,164,6,5,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-401,401,401,230,GR78-15,GY,Goodyear,Suburbanite Steel Belted Radial,ZP+ZS/ZP,R,Radial Ply,Appendix B OCR / direct row,Snow,5,4,HIGH,8,198,7,2,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-402,402,402,230,GR78-15,GY,Goodyear,Suburbanite Steel Belted Radial,2P+ZS/ZP,R,Radial Ply,Appendix B OCR / direct row,Snow,1,1,HIGH,8,229,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-403,403,403,230,GR78-15,GY,Goodyear,Suburbanite Steel Belted Radial,2P+2S/ZP,R,Radial Ply,Appendix B OCR / direct row,Snow,1,1,HIGH,8,236,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-404,404,404,230,H78-15,GY,Goodyear,Custom Power Cushion,2P+2F/2P,BB,Bias Belted,Appendix B OCR / direct row,,1,1,HIGH,8,243,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-405,405,405,230,H78-15,GY,Goodyear,Custom Power Cushion Polyglas,2P+2F/2P,BB,Bias Belted,Appendix B OCR / direct row,,1,1,HIGH,8,251,4,2,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-406,406,406,230,H78-15,GY,Goodyear,Custom Power Cushion Polyglas,2P+ZF/ZP,BB,Bias Belted,Appendix B OCR / direct row,,1,0,MEDIUM,8,268,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-407,407,407,230,H78-15,GY,Goodyear,Custom Power Cushion Polyglas,ZP+ZF/ZP,BB,Bias Belted,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-408,408,408,230,H78-15,GY,Goodyear,Custom Polysteel Belted·,4P+2S/4P,BB,Bias Belted,Appendix B OCR / direct row,,1,1,HIGH,8,276,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-409,409,409,230,H78-15,GY,Goodyear,Custom Polysteel Belted,4P+ZS/4P,BB,Bias Belted,Appendix B OCR / direct row,,1,1,HIGH,8,284,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-410,410,410,230,H78-15,GY,Goodyear,Custom Polysteel Belted,4P+2S/4P,BB,Bias Belted,Appendix B OCR / direct row,I,1,1,HIGH,8,292,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-411,411,411,230,H78-15,GY,Goodyear,Custom Polysteel Belted,4P+ZS/4P,BB,Bias Belted,Appendix B OCR / direct row,,1,1,HIGH,8,300,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-414,414,414,230,G78-14,DU,Dunlop,"Gold Seal ""78"" Sport",4P,B,Bias Ply,Appendix B OCR / direct row,,3,2,HIGH,8,308,6,3,3,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-415,415,415,230,G78-l4,DU,Dunlop,"Gold Seal ""78"" Sport",4P,B,Bias Ply,Appendix B OCR / direct row,,1,1,HIGH,8,327,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-417,417,417,230,G78-14,UN,Uniroyal,Fastrak Belted,2P+ZF/ZP,BB,Bias Belted,Appendix B OCR / direct row,,3,0,MEDIUM,8,334,6,3,3,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-418,418,418,231,G78-15,UN,Uniroyal,Fastrak Belted,2P+2F/2P,BB,Bias Belted,Appendix B OCR / direct row,,1,1,HIGH,8,354,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-419,419,419,231,A60-13,GT,General Tire,Grabber 60,4N,B,Bias Ply,Appendix B OCR / direct row,,1,0,MEDIUM,8,362,4,2,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-420,420,420,231,F60-14,GT,General Tire,Grabber 60,4N,B,Bias Ply,Appendix B OCR / direct row,,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-421,421,421,231,G60-15,GT,General Tire,Grab ber 60,4N,B,Bias Ply,Appendix B OCR / direct row,,1,1,HIGH,8,378,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-422,422,422,231,D70-14,LE,Lee,Manhandler,4P,B,Bias Ply,Appendix B OCR / direct row,,1,1,HIGH,8,386,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-423,423,423,231,E70-14,LE,Lee,Manhandler,4P,B,Bias Ply,Appendix B OCR / direct row,,1,1,HIGH,8,394,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-424,424,424,231,G70-15,LE,Lee,Manhandler,4P,B,Bias Ply,Appendix B OCR / direct row,,1,1,HIGH,8,402,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-425,425,425,231,. H70-l5,LE,Lee,Manhandler,4P,B,Bias Ply,Appendix B OCR / direct row,,1,1,HIGH,8,410,2,0,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-427,427,427,231,F60-15,DU,Dunlop,GT Qualifier,2P+2F/2P,BB,Bias Belted,Appendix B OCR / direct row,,1,0,MEDIUM,8,418,1,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-429,429,429,231,155 SR12,MI,Michelin,ZX,1R+2S/lR,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,8,426,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-430,430,430,231,145SR13,MI,Michelin,ZX,lR+2S/lR,R,Radial Ply,Appendix B OCR / direct row,,1,0,HIGH,8,434,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-431,431,431,231,155SR14,MI,Michelin,ZX,1R+2S/1R,R,Radial Ply,Appendix B OCR / direct row,,1,0,HIGH,9,9,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-432,432,432,231,BR60-13,BFG,BF Goodrich,Radial T/A,6R/2R,R,Radial Ply,Appendix B OCR / direct row,,1,1,HIGH,9,16,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-435,435,435,231,BR78-15,BFG,BF Goodrich,Lifesaver Radial XL-100',6R/2R,R,Radial Ply,Appendix B OCR / direct row,,1,0,LOW,9,24,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-438,438,438,231,7.10-15LT,FI,Firestone,Longhauler,N,B,Bias Ply,Appendix B OCR / direct row,TL,1,1,HIGH,9,32,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-439,439,439,231,6.00-16LT,FI,Firestone,Transport 11 0,N,B,Bias Ply,Appendix B OCR / direct row,TT,1,0,MEDIUM,9,40,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-440,440,440,231,7.00-14LT,FI,Firestone,Transport 110,N,B,Bias Ply,Appendix B OCR / direct row,TL I,1,1,HIGH,9,47,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-442,442,442,231,l2-16.5LT,FI,Firestone,Transport Duplex,N,B,Bias Ply,Appendix B OCR / direct row,TL,1,1,HIGH,9,54,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-446,446,446,231,6.00-12,GY,Goodyear,Mini Custom GS Polyester,2P,B,Bias Ply,Appendix B OCR / direct row,,1,1,HIGH,9,61,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-447,447,447,231,6.00-15,GY,Goodyear,Mini Custom GS Polyester,4P,B,Bias Ply,Appendix B OCR / direct row,,1,1,HIGH,9,68,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-448,448,448,231,F60-15,GY,Goodyear,Polyglas GT,2P+2F/2P..,BB,Bias Belted,Appendix B OCR / direct row,,1,0,MEDIUM,9,76,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-449,449,449,231,H70-14,GY,Goodyear,Custom Wide Tread Polyglas,2P+2F/2P,BB,Bias Belted,Appendix B OCR / direct row,,1,1,HIGH,9,84,1,1,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-450,450,450,231,B78-14,GY,Goodyear,Custom Power Cushion Polyg1as,2P+2F/2P,BB,Bias Belted,Appendix B OCR / direct row,,1,1,HIGH,9,92,2,0,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-451,451,451,233,J78-14,GY,Goodyear,Custom Power Cushion Polygla. ZP+ZF/ZP,BB,BB,Bias Belted,Appendix B OCR / direct row,,1,1,HIGH,9,100,3,0,2,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-453,453,453,233,G78-15LT,GY,Goodyear,Gla.guard N+F/N,BB,BB,Bias Belted,Appendix B OCR / direct row,.,0,0,,,,0,0,0,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-458,458,458,233,- G78-14,FI,Firestone,Deluxe Champion SupeR-Belt ZP+ZF/ZP,BB,BB,Bias Belted,Appendix B OCR / direct row,,1,0,MEDIUM,9,116,2,1,1,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-459,459,459,233,078-14,FI,Firestone,I Deluxe Champion SupeR-Belt ZP+ZF/ZP,BB,BB,Bias Belted,Appendix B OCR / direct row,,7,2,HIGH,9,123,13,5,7,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
TIRF-460,460,460,233,G78-14,FI,Firestone,Deluxe Champion SupeR-Belt ZP+ZF/ZP,.BB,BB,Bias Belted,Appendix B OCR / direct row,,5,0,HIGH,9,172,7,2,3,DIRECT PRIMARY,OCR/transcribed from Volume II Appendix B; raw field strings retained,1976 Calspan/NHTSA passenger-tire corpus,MECHANISM_ONLY,NOT_DIGITIZED_IN_SUPPLIED_INDEX
