document_target_id,status,priority_score,weakness_id,weakness,era,year_start,year_end,series_class,supplier,evidence_subtopic,repository_target,target_document_type,search_query,expected_evidence_fields,must_extract,acceptance_rule,do_not_infer,priority
DOC-00030,TO_ACQUIRE_REAL_DOCUMENT,100,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1987-1991,1987,1991,Trans-Am/IMSA sedan,Bridgestone/other,track temperature effect,Tire Science & Technology,peer-reviewed paper,"""Trans-Am/IMSA sedan"" 1987 1991 tire tyre track temperature effect setup sheet",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-00031,TO_ACQUIRE_REAL_DOCUMENT,140,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1972-1976,1972,1976,Historic racing reference,Pirelli,pressure vs footprint,manufacturer technical archive,supplier technical document,"""Pirelli"" ""Historic racing reference"" 1972 1976 tire tyre pressure vs footprint setup sheet",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P0
DOC-00032,TO_ACQUIRE_REAL_DOCUMENT,100,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1950-1959,1950,1959,Group 4/5 GT,Firestone,cavity/internal air temperature,Tire Science & Technology,peer-reviewed paper,"""Firestone"" ""Group 4/5 GT"" 1950 1959 tire tyre cavity/internal air temperature setup sheet",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-00033,TO_ACQUIRE_REAL_DOCUMENT,140,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1992-1996,1992,1996,LMP/Prototype,Dunlop,hot pressure target,manufacturer technical archive,supplier technical document,"""Dunlop"" ""LMP/Prototype"" 1992 1996 tire tyre hot pressure target setup sheet",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P0
DOC-00034,TO_ACQUIRE_REAL_DOCUMENT,100,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1977-1981,1977,1981,Can-Am/Group 7,Avon,nitrogen vs air,Tire Science & Technology,peer-reviewed paper,"""Avon"" ""Can-Am/Group 7"" 1977 1981 tire tyre nitrogen vs air setup sheet",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-00035,TO_ACQUIRE_REAL_DOCUMENT,100,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1960-1965,1960,1965,GT2/GTS,Pirelli,speed cooling,manufacturer technical archive,supplier technical document,"""Pirelli"" ""GT2/GTS"" 1960 1965 tire tyre speed cooling setup sheet",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-00036,TO_ACQUIRE_REAL_DOCUMENT,100,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1997-2001,1997,2001,1950s-60s sports racing,Firestone,temperature equilibrium,Tire Science & Technology,peer-reviewed paper,"""Firestone"" ""1950s-60s sports racing"" 1997 2001 tire tyre temperature equilibrium setup sheet",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-00037,TO_ACQUIRE_REAL_DOCUMENT,145,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1982-1986,1982,1986,Le Mans GT1,Dunlop,pressure vs deflection,manufacturer technical archive,supplier technical document,"""Dunlop"" ""Le Mans GT1"" 1982 1986 tire tyre pressure vs deflection setup sheet",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P0
DOC-00038,TO_ACQUIRE_REAL_DOCUMENT,140,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1966-1971,1966,1971,Formula 3/Formula Junior,Avon,tread pyrometer inner-middle-outer,Tire Science & Technology,peer-reviewed paper,"""Avon"" ""Formula 3/Formula Junior"" 1966 1971 tire tyre tread pyrometer inner-middle-outer setup sheet",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P0
DOC-00039,TO_ACQUIRE_REAL_DOCUMENT,100,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",2002-2010,2002,2010,World Rally/Rallycross,Michelin,blanket/preheat practice,manufacturer technical archive,supplier technical document,"""Michelin"" ""World Rally/Rallycross"" 2002 2010 tire tyre blanket/preheat practice setup sheet",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
DOC-00040,TO_ACQUIRE_REAL_DOCUMENT,100,W01_PRESSURE_TEMP_SETUP,"Historical race cold/hot pressure, pyrometer/tread/core temperature, pressure-rise and setup evidence",1987-1991,1987,1991,Formula 1,Goodyear,load heating,motorsportmagazine.com archive,period race report / technical feature,"""Goodyear"" ""Formula 1"" 1987 1991 tire tyre load heating setup sheet",pressure;temperature;pyrometer;setup,exact title; authors/organization; date; DOI/report/patent/regulation ID; stable URL; page/table/figure/section; units and test conditions; direct measurements vs observations vs rules; applicability and limitations; affected Tire Lab family/class; evidence confidence,"Resolve this target to ONE unique real document. A search-result page, category page, snippet, AI summary, or duplicate does not count. If no qualifying document is found after reasonable search, mark NO_DOCUMENT_FOUND and preserve the gap.",Do not invent numeric racing coefficients. Do not transfer passenger/truck/aircraft absolute magnitudes into racing without an explicit applicability bridge. Do not treat modern historic guidance as original-period data.,P1
