weakness,subjectPeriodStart,subjectPeriodEnd,historicalClass,supplier,documentType,activeTargetCount
"W01_PRESSURE_TEMP_SETUP","1997","1999","Le Mans Prototype transition","Michelin","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","1982","1986","Historic Racing Reference","Michelin","period race report / technical feature","2"
"W01_PRESSURE_TEMP_SETUP","2004","2010","LMP1 / LMP2","Bridgestone/other","period race report / technical feature","2"
"W01_PRESSURE_TEMP_SETUP","1972","1976","Group 4 Special GT — 1970-1981","Dunlop","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","1997","2001","General Racing Tire","Pirelli","period race report / technical feature","2"
"W01_PRESSURE_TEMP_SETUP","1982","1986","Formula 1 — turbo/radial slick era","Pirelli","setup book / test sheet","2"
"W01_PRESSURE_TEMP_SETUP","1987","1991","Trans-Am — 1982-2001","Avon","technical paper","2"
"W01_PRESSURE_TEMP_SETUP","1972","1976","Historic Racing Reference","Michelin","setup book / test sheet","2"
"W01_PRESSURE_TEMP_SETUP","1950","1959","General Tire Mechanics","Firestone","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","1977","1981","Historic Racing Reference","Bridgestone/other","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","1997","1999","Le Mans Prototype transition","Firestone","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","1987","1991","Group C","Goodyear","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","1987","1974","Can-Am — original","Firestone","setup book / test sheet","2"
"W01_PRESSURE_TEMP_SETUP","1979","1981","CART / Indy-car","Firestone","setup book / test sheet","2"
"W01_PRESSURE_TEMP_SETUP","1966","1971","General Tire Mechanics","Goodyear","setup book / test sheet","2"
"W01_PRESSURE_TEMP_SETUP","1972","1976","Formula 1 — 3-litre/cross-ply-to-radial transition","Pirelli","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","1992","1996","General Racing Tire","Dunlop","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","1960","1965","Club single-seater — pre-Formula Ford","Michelin","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","1977","1981","Formula 1 — 3-litre/cross-ply-to-radial transition","Bridgestone/other","period race report / technical feature","2"
"W01_PRESSURE_TEMP_SETUP","1997","2001","General Racing Tire","Michelin","period race report / technical feature","2"
"W01_PRESSURE_TEMP_SETUP","1982","1986","Trans-Am — 1982-2001","Goodyear","setup book / test sheet","2"
"W01_PRESSURE_TEMP_SETUP","1992","1996","International Formula 3000","Goodyear","period race report / technical feature","2"
"W01_PRESSURE_TEMP_SETUP","1960","1965","General Tire Mechanics","Pirelli","period race report / technical feature","2"
"W01_PRESSURE_TEMP_SETUP","1997","2001","International Formula 3000","Pirelli","setup book / test sheet","2"
"W01_PRESSURE_TEMP_SETUP","1982","1986","Group A touring — 1982-1992","Firestone","technical paper","2"
"W01_PRESSURE_TEMP_SETUP","2002","2004","International Formula 3000","Bridgestone/other","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","1982","1986","Japanese GT / touring — pre-JGTC","Avon","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","1960","1963","Formula Junior","Avon","setup book / test sheet","2"
"W01_PRESSURE_TEMP_SETUP","1997","2001","World Rally Championship — 1987-2001","Michelin","technical paper","2"
"W01_PRESSURE_TEMP_SETUP","1982","1986","Formula 1 — turbo/radial slick era","Goodyear","setup book / test sheet","2"
"W01_PRESSURE_TEMP_SETUP","1966","1970","Formula 3 — 1964-1970","Goodyear","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","2002","2010","World Rally Championship — 2002-2010","Bridgestone/other","peer-reviewed paper","2"
"W01_PRESSURE_TEMP_SETUP","1987","1991","Formula 1 — turbo/radial slick era","Pirelli","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","1950","1959","General Tire Mechanics","Dunlop","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","1977","1981","Group 2 / ETCC — 1976-1981","Avon","setup book / test sheet","2"
"W01_PRESSURE_TEMP_SETUP","1987","1974","Can-Am — original","Dunlop","setup book / test sheet","2"
"W01_PRESSURE_TEMP_SETUP","1950","1959","Sports racing / prototypes — 1950-1963","Michelin","period technical/race article","2"
"W01_PRESSURE_TEMP_SETUP","1982","1986","CART / Indy-car","Firestone","supplier technical document","2"
"W01_PRESSURE_TEMP_SETUP","1966","1969","GT40-era endurance","Dunlop","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1997","2001","Formula 1 — 1990s radial slick/grooved transition","Dunlop","technical paper","2"
"W02_WEAR_LIFE_GRIP","1982","1986","IMSA GTP","Avon","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1966","1971","General Racing Tire","Michelin","technical paper","2"
"W02_WEAR_LIFE_GRIP","2002","2010","Formula 1 — grooved-to-slick-return era","Firestone","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1960","1965","Formula 1 — early World Championship","Goodyear","technical paper","2"
"W02_WEAR_LIFE_GRIP","2000","2001","DTM — silhouette era","Bridgestone/other","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1982","1986","General Tire Mechanics","Pirelli","technical paper","2"
"W02_WEAR_LIFE_GRIP","1950","1959","Sports racing / prototypes — 1950-1963","Goodyear","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1982","1986","Group C","Bridgestone/other","technical paper","2"
"W02_WEAR_LIFE_GRIP","1967","1971","Formula 2 — 1967-1971","Pirelli","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","2002","2010","DTM — silhouette era","Firestone","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1987","1991","General Tire Mechanics","Dunlop","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1960","1963","Sports racing / prototypes — 1950-1963","Pirelli","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1972","1976","Formula 2 — 1972-1984","Bridgestone/other","government technical report","2"
"W02_WEAR_LIFE_GRIP","1982","1986","Formula 3 — 1974-1986","Avon","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1966","1971","International rally — pre-WRC","Michelin","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1950","1959","Touring / saloon racing — pre-1963","Firestone","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1987","1990","Formula 3 — 1987-1990","Goodyear","government technical report","2"
"W02_WEAR_LIFE_GRIP","1972","1976","Rallycross — 1967-1981","Bridgestone/other","race report/result/stint evidence","2"
"W02_WEAR_LIFE_GRIP","1950","1959","Formula 1 — early World Championship","Pirelli","government technical report","2"
"W02_WEAR_LIFE_GRIP","1966","1971","Sports racing / prototypes — 1964-1971","Bridgestone/other","government technical report","2"
"W02_WEAR_LIFE_GRIP","1992","1996","Formula 3 — 1991-2010","Michelin","technical paper","2"
"W02_WEAR_LIFE_GRIP","1960","1965","Formula 1 — early World Championship","Dunlop","technical paper","2"
"W02_WEAR_LIFE_GRIP","1950","1959","Sports racing / prototypes — 1950-1963","Dunlop","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1982","1986","Group C","Pirelli","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1960","1963","Sports racing / prototypes — 1950-1963","Michelin","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","2002","2003","CART / Indy-car","Firestone","government technical report","2"
"W02_WEAR_LIFE_GRIP","1987","1991","Group C","Dunlop","race report/result/stint evidence","2"
"W02_WEAR_LIFE_GRIP","1950","1955","AAA Championship Car / Indianapolis","Avon","technical paper","2"
"W02_WEAR_LIFE_GRIP","1994","1996","BPR Global GT","Michelin","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1977","1981","Formula 2 — 1972-1984","Goodyear","technical paper","2"
"W02_WEAR_LIFE_GRIP","1960","1965","USAC Championship Car / Indianapolis","Dunlop","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1997","2001","FIA GT — 1997-2009","Bridgestone/other","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1982","1986","Formula 3 — 1974-1986","Pirelli","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1966","1971","Sports racing / prototypes — 1964-1971","Avon","government technical report","2"
"W02_WEAR_LIFE_GRIP","1950","1959","Sports racing / prototypes — 1950-1963","Bridgestone/other","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1977","1981","Historic Racing Reference","Firestone","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1960","1963","Sports racing / prototypes — 1950-1963","Dunlop","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1997","2001","CART / Indy-car","Avon","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1982","1986","Group C","Michelin","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1982","1986","Historic Racing Reference","Avon","government technical report","2"
"W02_WEAR_LIFE_GRIP","1966","1970","US GT / sports racing — pre-IMSA GT","Michelin","race report/result/stint evidence","2"
"W02_WEAR_LIFE_GRIP","2002","2003","CART / Indy-car","Goodyear","government technical report","2"
"W02_WEAR_LIFE_GRIP","1987","1991","Historic Racing Reference","Dunlop","technical paper","2"
"W02_WEAR_LIFE_GRIP","1950","1959","Touring / saloon racing — pre-1963","Dunlop","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1997","1974","Can-Am — original","Bridgestone/other","government technical report","2"
"W02_WEAR_LIFE_GRIP","1982","1986","IMSA GT — 1982-1993","Pirelli","race report/result/stint evidence","2"
"W02_WEAR_LIFE_GRIP","1966","1971","Sports racing / prototypes — 1964-1971","Firestone","government technical report","2"
"W02_WEAR_LIFE_GRIP","1966","1971","Sports racing / prototypes — 1964-1971","Pirelli","government technical report","2"
"W02_WEAR_LIFE_GRIP","2002","1974","Can-Am — original","Firestone","technical paper","2"
"W02_WEAR_LIFE_GRIP","1987","1991","IMSA GT — 1982-1993","Dunlop","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1972","1976","Historic Racing Reference","Avon","technical paper","2"
"W02_WEAR_LIFE_GRIP","1982","1986","Group C","Firestone","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1960","1963","Sports racing / prototypes — 1950-1963","Dunlop","government technical report","2"
"W02_WEAR_LIFE_GRIP","1987","1991","Group C","Pirelli","race report/result/stint evidence","2"
"W02_WEAR_LIFE_GRIP","1966","1969","Group 2 / ETCC — 1963-1969","Michelin","technical paper","2"
"W02_WEAR_LIFE_GRIP","2005","2010","SUPER GT — 2005-2010","Goodyear","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1972","1975","Group 2 / ETCC — 1970-1975","Bridgestone/other","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1950","1959","Japanese GT / touring — pre-JGTC","Pirelli","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1992","1996","Historic Racing Reference","Firestone","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1950","1959","Touring / saloon racing — pre-1963","Avon","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1977","1981","Group 2 / ETCC — 1976-1981","Goodyear","government technical report","2"
"W02_WEAR_LIFE_GRIP","1997","1974","Can-Am — original","Avon","government technical report","2"
"W02_WEAR_LIFE_GRIP","1966","1971","Sports racing / prototypes — 1964-1971","Firestone","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1987","1991","Group C","Dunlop","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1982","1986","Group C","Dunlop","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1992","1993","Group C","Michelin","government technical report","2"
"W02_WEAR_LIFE_GRIP","1977","1981","Sports racing / prototypes — 1972-1981","Goodyear","race report/result/stint evidence","2"
"W02_WEAR_LIFE_GRIP","1997","2001","Trans-Am — 1982-2001","Avon","technical paper","2"
"W02_WEAR_LIFE_GRIP","1982","1986","Formula Ford — 1982-1992","Pirelli","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1966","1969","Group 2 / ETCC — 1963-1969","Firestone","technical paper","2"
"W02_WEAR_LIFE_GRIP","1960","1962","Touring / saloon racing — pre-1963","Dunlop","technical paper","2"
"W02_WEAR_LIFE_GRIP","1997","2001","Historic Racing Reference","Avon","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1982","1986","Group C","Michelin","technical paper","2"
"W02_WEAR_LIFE_GRIP","1966","1971","Sports racing / prototypes — 1964-1971","Goodyear","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1966","1971","NASCAR stock car — 1950-1971","Michelin","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","2002","2010","Historic Racing Reference","Goodyear","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","1987","1991","Group C","Bridgestone/other","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1950","1959","Sports racing / prototypes — 1950-1963","Firestone","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1972","1976","NASCAR stock car — 1972-1991","Avon","government technical report","2"
"W02_WEAR_LIFE_GRIP","1987","1991","Group C","Firestone","race report/result/stint evidence","2"
"W02_WEAR_LIFE_GRIP","1982","1986","IMSA GTP","Pirelli","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1966","1971","General Racing Tire","Firestone","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","2002","1972","Trans-Am — 1966-1972","Dunlop","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1987","1991","IMSA GTP","Dunlop","government technical report","2"
"W02_WEAR_LIFE_GRIP","1972","1976","General Racing Tire","Avon","race report/result/stint evidence","2"
"W02_WEAR_LIFE_GRIP","1950","1959","Touring / saloon racing — pre-1963","Michelin","government technical report","2"
"W02_WEAR_LIFE_GRIP","1993","1996","Le Mans Prototype transition","Firestone","technical paper","2"
"W02_WEAR_LIFE_GRIP","1966","1971","Sports racing / prototypes — 1964-1971","Dunlop","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1982","1986","Group C","Avon","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","2002","2010","DTM — silhouette era","Goodyear","government technical report","2"
"W02_WEAR_LIFE_GRIP","1987","1991","General Tire Mechanics","Bridgestone/other","race report/result/stint evidence","2"
"W02_WEAR_LIFE_GRIP","1960","1963","Sports racing / prototypes — 1950-1963","Michelin","government technical report","2"
"W02_WEAR_LIFE_GRIP","1987","1991","Group C","Goodyear","race report/result/stint evidence","2"
"W02_WEAR_LIFE_GRIP","1950","1959","Touring / saloon racing — pre-1963","Pirelli","technical paper","2"
"W02_WEAR_LIFE_GRIP","1992","1996","General Tire Mechanics","Firestone","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1977","1981","NASCAR stock car — 1972-1991","Dunlop","technical paper","2"
"W02_WEAR_LIFE_GRIP","1963","1965","Group 2 / ETCC — 1963-1969","Bridgestone/other","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1982","1986","IMSA GTP","Michelin","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1972","1976","Rallycross — 1967-1981","Avon","technical paper","2"
"W02_WEAR_LIFE_GRIP","1977","1981","Rallycross — 1967-1981","Goodyear","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1960","1965","Formula 1 — early World Championship","Bridgestone/other","peer-reviewed paper","2"
"W02_WEAR_LIFE_GRIP","2000","2001","DTM — silhouette era","Pirelli","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1950","1959","Sports racing / prototypes — 1950-1963","Bridgestone/other","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1982","1986","Group C","Michelin","government technical report","2"
"W02_WEAR_LIFE_GRIP","1967","1971","Formula 2 — 1967-1971","Firestone","race report/result/stint evidence","2"
"W02_WEAR_LIFE_GRIP","2002","2010","DTM — silhouette era","Dunlop","government technical report","2"
"W02_WEAR_LIFE_GRIP","1960","1963","Sports racing / prototypes — 1950-1963","Firestone","government technical report","2"
"W02_WEAR_LIFE_GRIP","1997","2001","FIA GT — 1997-2009","Avon","government technical report","2"
"W02_WEAR_LIFE_GRIP","1982","1986","Formula 3 — 1974-1986","Michelin","race report/result/stint evidence","2"
"W02_WEAR_LIFE_GRIP","1966","1971","International rally — pre-WRC","Goodyear","government technical report","2"
"W02_WEAR_LIFE_GRIP","2002","2009","FIA GT — 1997-2009","Goodyear","technical paper","2"
"W02_WEAR_LIFE_GRIP","1987","1990","Formula 3 — 1987-1990","Bridgestone/other","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1972","1976","Rallycross — 1967-1981","Pirelli","technical paper","2"
"W02_WEAR_LIFE_GRIP","1966","1971","Sports racing / prototypes — 1964-1971","Pirelli","period race report / technical feature","2"
"W02_WEAR_LIFE_GRIP","1950","1959","Sports racing / prototypes — 1950-1963","Avon","supplier racing document","2"
"W02_WEAR_LIFE_GRIP","1960","1963","Sports racing / prototypes — 1950-1963","Goodyear","government technical report","2"
"W02_WEAR_LIFE_GRIP","1966","1970","US GT / sports racing — pre-IMSA GT","Firestone","technical paper","2"
